"ACTION","AS_units...2","AS_COMPLETION","ROW_COMPLETION","skip","checked_for_duplicates","row_number","Source","Source DOI","author","author_doi","data_location","sample","notes","notes2","treatment_OLD","treatment","treatment_NOTES","treatment_level","latitude","longitude","lat_lon_notes","location","elevation_m","lyrtop_cm","lyrbot_cm","horizon","soil_type","ecosystem","wetland_type","aridity","plant_species","MAP(mm)","MAT(°)","Duration (year)","year_sampled","fraction_scheme","aggregate_size_OLD","aggregate_size","amino_sugars","AS_units...41","gluN","gluN_units","murA","murA_units","galN","galN_units","manN","manN_units","microbial_necromass_C","MNC_units","fungal_necromass_C","FNC_units","bacterial_necromass_C","BNC_units","bacterial_biomass_C","bbc_units","fungal_biomass_C","fbc_units","microbial_biomass_C","MBC-units","microbial_biomass_N","MBN-units","soc","SOC_units","soil_C","TC_units","soil_N","TN_units","soil C/N","pH","pH_method","clay","silt","sand","texture","bulk_density","Method","other_variables_available"
"WHERE DID THE TC DATA COME FROM",,"4","18",,"Y","1757","Wang et al. 2021","https://doi.org/10.1016/j.soilbio.2021.108422","Zhang et al. 2014b","https://doi.org/10.1016/j.still.2013.08.011",,,,,"Long-term bluegrass sod (BG) to moldboard plowing-16year","tillage",,"Long-term bluegrass sod (BG) to moldboard plowing-16year","42.13","-82.44",,,"188","10","20",,"Typic Argiaquolls","cropland",,,,"831","8.9",,,"bulk soil",,,,,"1076.46","mg/kg","1 66.754","mg/kg",,,,,,,,,,,,,,,,,,,,,"23.16",,,,,,,"37","28","35",,,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1089","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","13",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"4.6",,"41.2","33.2","25.6","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1090","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","13",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1091","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","14",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1092","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","19",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1093","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","24",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1094","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","29",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1095","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","14",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1096","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","19",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1097","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","24",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1098","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","29",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1099","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","14",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1100","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","19",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1101","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","24",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM",,"0","16","duplicate","Y","1102","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang, et al. 2014","https://doi.org/10.1016/j.still.2013.08.011",,,,,"tillage","tillage",,,"42.22","-82.73",,,"186",,,,,"cropland",,"0.8091",,"831","8.9","29",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"22.5","g/kg",,,,,,"6.3",,"37","35","28","clay",,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","24",,"Y","1110","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"NTCS","44.2","125.55",,,"201","0","5",,,"cropland",,"0.315",,"520","4.4","16",,"bulk soil",,,,,"1046.6","mg/kg","54.1","mg/kg","271.2","mg/kg",,,,,,,,,,,,,,,,,"16.5","g/kg",,,"1.4",,,"5.72",,"36","24","40",,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","21",,"Y","1111","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"MPCS","44.2","125.55",,,"201","0","5",,,"cropland",,"0.315",,"520","4.4","16",,"bulk soil",,,,,"642.8","mg/kg","40.9","mg/kg","232.2","mg/kg",,,,,,,,,,,,,,,,,"16.5","g/kg",,,"1.4",,,"6.5",,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","21",,"Y","1112","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"NTCC","44.2","125.55",,,"201","0","5",,,"cropland",,"0.315",,"520","4.4","16",,"bulk soil",,,,,"1011.7","mg/kg","61.5","mg/kg","269.3","mg/kg",,,,,,,,,,,,,,,,,"16.3","g/kg",,,"1.4",,,"6.5",,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","21",,"Y","1113","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"MPCC","44.2","125.55",,,"201","0","5",,,"cropland",,"0.315",,"520","4.4","16",,"bulk soil",,,,,"648.3","mg/kg","46.5","mg/kg","233.0","mg/kg",,,,,,,,,,,,,,,,,"16.3","g/kg",,,"1.4",,,"6.5",,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","21",,"Y","1114","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"CTCC","44.2","125.55",,,"201","0","5",,,"cropland",,"0.315",,"520","4.4","16",,"bulk soil",,,,,"630.1","mg/kg","41.3","mg/kg","230.3","mg/kg",,,,,,,,,,,,,,,,,"16.1","g/kg",,,"1.4",,,"6.5",,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","21",,"Y","1115","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"NTCS","44.2","125.55",,,"201","5","10",,,"cropland",,"0.315",,"520","4.4","16",,"bulk soil",,,,,"658.0","mg/kg","39.2","mg/kg","229.8","mg/kg",,,,,,,,,,,,,,,,,"16.1","g/kg",,,"1.4",,,"6.5",,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","13",,"Y","1116","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"MPCS","44.2","125.55",,,"201","5","10",,,"cropland",,,,,,,,"bulk soil",,,,,"647.1","mg/kg","40.1","mg/kg","235.3","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","13",,"Y","1117","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"NTCC","44.2","125.55",,,"201","5","10",,,"cropland",,,,,,,,"bulk soil",,,,,"800.2","mg/kg","56.9","mg/kg","265.8","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","13",,"Y","1118","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"MPCC","44.2","125.55",,,"201","5","10",,,"cropland",,,,,,,,"bulk soil",,,,,"659.8","mg/kg","45.8","mg/kg","236.5","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","13",,"Y","1119","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"CTCC","44.2","125.55",,,"201","5","10",,,"cropland",,,,,,,,"bulk soil",,,,,"622.5","mg/kg","39.7","mg/kg","227.4","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","13",,"Y","1120","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"NTCS","44.2","125.55",,,"201","10","20",,,"cropland",,,,,,,,"bulk soil",,,,,"525.9","mg/kg","32.0","mg/kg","215.9","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","13",,"Y","1121","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"MPCS","44.2","125.55",,,"201","10","20",,,"cropland",,,,,,,,"bulk soil",,,,,"624.5","mg/kg","37.3","mg/kg","227.0","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","13",,"Y","1122","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"NTCC","44.2","125.55",,,"201","10","20",,,"cropland",,,,,,,,"bulk soil",,,,,"560.2","mg/kg","37.3","mg/kg","234.9","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","13",,"Y","1123","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"MPCC","44.2","125.55",,,"201","10","20",,,"cropland",,,,,,,,"bulk soil",,,,,"631.3","mg/kg","41.1","mg/kg","234.0","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WHERE DID THE TC DATA COME FROM. 6/24 - TC data in Liang et al. 2016",,"6","13",,"Y","1124","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Zhang et al. 2022","https://doi.org/10.1016/j.still.2021.105307",,,,,"tillage","tillage",,"CTCC","44.2","125.55",,,"201","10","20",,,"cropland",,,,,,,,"bulk soil",,,,,"506.9","mg/kg","30.7","mg/kg","231.5","mg/kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2477","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","grassland",,,,"792","10.9",,,"aggregate","< 2mm","<0.002mm",,,"7924.2","mg/kg","786.8","mg/kg","4001.44","mg/kg","168.6","mg/kg","96628.2168","mg/kg","61213.2168","mg/kg","35415","mg/kg",,,,,,,,,"112.4","g/kg","112.4","g/kg","11.7","g/kg","9.6",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2478","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","grassland",,,,"792","10.9",,,"aggregate","2-20 um","0.002-0.020mm",,,"2020.14","mg/kg","177.48","mg/kg","1315.44","mg/kg","46.98","mg/kg","23872.8366","mg/kg","15907.8366","mg/kg","7965","mg/kg",,,,,,,,,"52.2","g/kg","52.2","g/kg","3.9","g/kg","13.5",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2479","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","grassland",,,,"792","10.9",,,"aggregate","20-250 um","0.020-0.250mm",,,"369","mg/kg","9.84","mg/kg","246","mg/kg","32.8","mg/kg","3642.62918","mg/kg","3192.62918","mg/kg","450","mg/kg",,,,,,,,,"16.4","g/kg","16.4","g/kg","1","g/kg","17.2",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2480","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","grassland",,,,"792","10.9",,,"aggregate","250-2000 um","0.250-2mm",,,"7744.44","mg/kg","234.68","mg/kg","6805.72","mg/kg","528.03","mg/kg","77254.2858","mg/kg","66679.2858","mg/kg","10575","mg/kg",,,,,,,,,"586.7","g/kg","586.7","g/kg","17.7","g/kg","33.1",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2481","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","forest",,,,"792","10.9",,,"aggregate","< 2mm","<0.002mm",,,"7360.18","mg/kg","359.27","mg/kg","3379.08","mg/kg","281.59","mg/kg","77786.4877","mg/kg","61631.4877","mg/kg","16155","mg/kg",,,,,,,,,"97.1","g/kg","97.1","g/kg","10.3","g/kg","9.4",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2482","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","forest",,,,"792","10.9",,,"aggregate","2-20 um","0.002-0.020mm",,,"2218.44","mg/kg","79.8","mg/kg","1029.42","mg/kg","103.74","mg/kg","22535.0335","mg/kg","18935.0335","mg/kg","3600","mg/kg",,,,,,,,,"79.8","g/kg","79.8","g/kg","5.8","g/kg","13.7",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2483","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","forest",,,,"792","10.9",,,"aggregate","20-250 um","0.020-0.250mm",,,"1077.76","mg/kg","29.47","mg/kg","543.09","mg/kg","37.89","mg/kg","10634.7246","mg/kg","9329.72464","mg/kg","1305","mg/kg",,,,,,,,,"42.1","g/kg","42.1","g/kg","2.8","g/kg","14.9",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2484","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","forest",,,,"792","10.9",,,"aggregate","250-2000 um","0.250-2mm",,,"10647","mg/kg","327.6","mg/kg","5405.4","mg/kg","122.85","mg/kg","106372.437","mg/kg","91612.4373","mg/kg","14760","mg/kg",,,,,,,,,"409.5","g/kg","409.5","g/kg","22.8","g/kg","18",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2485","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","cropland",,,,"792","10.9",,,"aggregate","< 2mm","<0.002mm",,,"4107.12","mg/kg","131.88","mg/kg","1664.2","mg/kg","87.92","mg/kg","41208.5052","mg/kg","35268.5052","mg/kg","5940","mg/kg",,,,,,,,,"62.8","g/kg","62.8","g/kg","6.6","g/kg","9.5",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2486","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","cropland",,,,"792","10.9",,,"aggregate","2-20 um","0.002-0.020mm",,,"803.64","mg/kg","24.42","mg/kg","475.08","mg/kg","15.54","mg/kg","8007.91004","mg/kg","6927.91004","mg/kg","1080","mg/kg",,,,,,,,,"22.2","g/kg","22.2","g/kg","1.9","g/kg","11.9",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2487","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","cropland",,,,"792","10.9",,,"aggregate","20-250 um","0.020-0.250mm",,,"121.55","mg/kg","3.3","mg/kg","99","mg/kg","4.95","mg/kg","1194.48876","mg/kg","1059.48876","mg/kg","135","mg/kg",,,,,,,,,"5.5","g/kg","5.5","g/kg","0.5","g/kg","11.1",,,,,,,,,
"y 6/21. units are correct",,"14","34",,"Y","2488","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,"N02","corrected aggregate classes based on OG paper","data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4","lat-lon of Lincoln, NE, USA",,"386","0","20",,"Typic Argiudoll","cropland",,,,"792","10.9",,,"aggregate","250-2000 um","0.250-2mm",,,"5682.6","mg/kg","270.6","mg/kg","4036.45","mg/kg","293.15","mg/kg","59863.1509","mg/kg","47668.1509","mg/kg","12195","mg/kg",,,,,,,,,"225.5","g/kg","225.5","g/kg","12.7","g/kg","17.7",,,,,,,,,
"y 6/21. units are correct",,"8","30",,"Y","387","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xudong. Zhang et al., 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,,,"data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40°48'N","96°40'E",,,,"0","10",,,"cropland",,,,"792","10.9",,,"bulk soil",,,,,"864.83","mg/kg","31.52","mg/kg","411.73","mg/kg","19.7","mg/kg",,,,,,,"1418.4","ug/g","7378.78","ug/g",,,,,"19.7","g/kg","19.7","g/kg","2.1","g/kg","9.6","4.9",,"18.2",,,,,"Zhang and Amelung (1996)",
"y 6/21. units are correct",,"8","28",,"Y","389","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xudong. Zhang et al., 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,,,"data normalized to SOM. converted to soil normalization. x * SOC = y","grass soil",,"removed",,"40°48'N","96°40'E",,,,"0","10",,,"grassland",,,,"792","10.9",,,"bulk soil",,,,,"2994.42","mg/kg","223.36","mg/kg","1675.2","mg/kg","97.72","mg/kg",,,,,,,"10051.2","ug/g","24082.01","ug/g",,,,,"69.8","g/kg","69.8","g/kg","6","g/kg","11.7",,,,,,,,"Zhang and Amelung (1996)",
"y 6/21. units are correct",,"8","28",,"Y","390","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Xudong. Zhang et al., 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,,,"data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40°48'N","96°40'E",,,,"0","10",,,"forest",,,,"792","10.9",,,"bulk soil",,,,,"2964.48","mg/kg","146.68","mg/kg","1590.32","mg/kg","100.36","mg/kg",,,,,,,"6600.6","ug/g","24797.06","ug/g",,,,,"77.2","g/kg","77.2","g/kg","6.5","g/kg","11.8",,,,,,,,"Zhang and Amelung (1996)",
,,"4","16","duplicate","Y","1237","Ni et al. 2020","https://doi.org/10.1111/geb.13159","Zhang et al. 1999","https://doi.org/10.1016/S0929-1393(98)00136-X",,,,"data normalized to SOM. converted to soil normalization. x * SOC = y",,,,,"40.48","-96.4",,,"386","0","10",,,"forest",,,,"792","10.9",,,"bulk soil",,,,,"2964","mg/kg","147","mg/kg",,,,,,,,,,,,,,,,,,,"44.37","g/kg",,,,,,,,,,,,,"Zhang and Amelung 1996",
